segment_id,audio_duration,num_inferences,num_gt_events,num_detected,seg_precision,seg_recall,seg_f1,seg_accuracy,seg_balanced_accuracy,seg_error_rate,seg_deletion_rate,seg_insertion_rate,evt_precision,evt_recall,evt_f1,evt_error_rate,evt_deletion_rate,evt_insertion_rate,throughput,cpu_mean,ram_mean_mb,model,siren_class,snr_avg,snr_min,snr_max
phaser_electronic_square_00_8.077_40.000_i0,40.0,130,1,7,1.0,0.8076923076923077,0.8936170212765957,0.8461538461538461,0.903846153846154,0.1923076923076923,0.1923076923076923,0.0,0.0,0.0,0.0,7.999999999999998,0.9999999999999998,6.999999999999998,0.9803652788753504,35.721867321867336,1216.01613367629,EPANNs finetuned AS-EV v2,phaser,-14.762008176622665,-78.42319080314265,7.2412046185470285
hi-lo_electronic_sine_06_7.028_40.000_i0,40.0,130,1,4,1.0,0.0925925925925925,0.1694915254237288,0.2461538461538461,0.5462962962962963,0.9074074074074074,0.9074074074074074,0.0,0.0,0.0,0.0,4.999999999999999,0.9999999999999998,3.999999999999999,0.9803617287897022,35.70024570024569,1222.3108971898034,EPANNs finetuned AS-EV v2,hi-lo,-30.10066738399339,-84.41402328030574,1.1896275825239848
hi-lo_electronic_triangle_06_7.764_37.912_i0,40.0,130,1,2,1.0,0.0408163265306122,0.0784313725490195,0.2357723577235772,0.5204081632653061,0.9591836734693876,0.9591836734693876,0.0,0.0,0.0,0.0,2.999999999999999,0.9999999999999998,2.0,0.980356506438491,35.4764127764128,1231.1233396038083,EPANNs finetuned AS-EV v2,hi-lo,-19.167965526900876,-84.35820665290848,-10.542480502668038
phaser_electronic_square_09_3.658_29.648_i0,40.0,130,1,6,1.0,0.0941176470588235,0.1720430107526881,0.1979166666666666,0.5470588235294118,0.9058823529411764,0.9058823529411764,0.0,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803693516932308,35.607371007371015,1235.0683161855036,EPANNs finetuned AS-EV v2,phaser,-28.367825775897522,-78.31050684596951,-15.581658271989943
piercer_electronic_triangle_02_7.449_40.000_i0,40.0,130,1,1,1.0,0.3018867924528302,0.463768115942029,0.4307692307692308,0.6509433962264151,0.6981132075471698,0.6981132075471698,0.0,0.0,0.0,0.0,2.0,0.9999999999999998,0.9999999999999998,0.9803631949399156,35.580343980343955,1239.104969671376,EPANNs finetuned AS-EV v2,piercer,-20.553259954584,-68.36272518004958,10.023217951029245
rumbler_electronic_trapezoid_16_9.586_40.000_i0,40.0,130,1,2,0.6666666666666666,0.02,0.0388349514563106,0.2384615384615384,0.4933333333333333,0.99,0.98,0.01,0.0,0.0,0.0,2.999999999999999,0.9999999999999998,2.0,0.9803665190044262,35.69582309582314,1243.4243799907863,EPANNs finetuned AS-EV v2,rumbler,-9.145830619979936,-68.64360419278898,1.281708706207171
phaser_electronic_triangle_11_8.844_33.077_i0,40.0,130,1,5,0.9866666666666668,0.9367088607594936,0.961038961038961,0.9508196721311476,0.9567265234030028,0.0759493670886076,0.0632911392405063,0.0126582278481012,0.2,1.0,0.3333333333333333,3.999999999999999,0.0,3.999999999999999,0.9803676896003012,35.6385749385749,1251.673573786855,EPANNs finetuned AS-EV v2,phaser,-13.071275519323999,-68.57799025840995,-1.8317659223140423
two-tone_pneumatic_sine_05_3.397_40.000_i0,40.0,130,1,11,1.0,0.1916666666666666,0.3216783216783217,0.2538461538461538,0.5958333333333333,0.8083333333333333,0.8083333333333333,0.0,0.0,0.0,0.0,11.999999999999998,0.9999999999999998,10.999999999999998,0.9803670945949396,35.53341523341521,1256.5659263667076,EPANNs finetuned AS-EV v2,two-tone,-15.518935410383138,-89.07215791964468,0.6808669774885069
hi-lo_electronic_trapezoid_09_9.300_38.591_i0,40.0,130,1,2,0.75,0.031578947368421,0.0606060606060606,0.256,0.4991228070175438,0.9789473684210528,0.968421052631579,0.0105263157894736,0.0,0.0,0.0,2.999999999999999,0.9999999999999998,2.0,0.9803572828631256,35.601228501228505,1264.5567509981572,EPANNs finetuned AS-EV v2,hi-lo,-23.678624084190925,-82.26243858523979,-12.376543393121313
phaser_electronic_sawtooth_03_9.628_40.000_i0,40.0,130,1,7,1.0,0.6666666666666666,0.8,0.7461538461538462,0.8333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,7.999999999999998,0.9999999999999998,6.999999999999998,0.9803594684104509,35.55208845208845,1268.7636286855036,EPANNs finetuned AS-EV v2,phaser,-16.48666569443021,-76.41665839165226,3.669602320738637
rumbler_electronic_sawtooth_12_3.503_40.000_i0,40.0,130,1,7,1.0,0.1512605042016806,0.2627737226277372,0.2230769230769231,0.5756302521008403,0.8487394957983193,0.8487394957983193,0.0,0.0,0.0,0.0,7.999999999999998,0.9999999999999998,6.999999999999998,0.9803677842704516,35.62850122850123,1268.7793304668303,EPANNs finetuned AS-EV v2,rumbler,-17.784554844251204,-71.36994204603886,0.03671970130816173
wail_electronic_square_05_4.691_34.735_i0,40.0,130,1,8,1.0,0.3877551020408163,0.5588235294117647,0.4690265486725664,0.6938775510204082,0.6122448979591837,0.6122448979591837,0.0,0.0,0.0,0.0,8.999999999999998,0.9999999999999998,7.999999999999998,0.9803671660535872,35.65700245700244,1264.8514473280095,EPANNs finetuned AS-EV v2,wail,-17.447190766437114,-70.53096977032533,-5.463959906961619
phaser_electronic_trapezoid_08_7.972_36.142_i0,40.0,130,1,6,0.9019607843137256,1.0,0.9484536082474228,0.9173553719008264,0.8275862068965517,0.108695652173913,0.0,0.108695652173913,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803694624625164,35.67641277641277,1272.8234413390664,EPANNs finetuned AS-EV v2,phaser,-3.671435520728229,-86.50440092344408,19.39338290837209
yelp_electronic_square_01_6.873_35.365_i0,40.0,130,1,15,0.896551724137931,0.5591397849462365,0.6887417218543046,0.6209677419354839,0.6827956989247311,0.5053763440860215,0.4408602150537634,0.064516129032258,0.0,0.0,0.0,15.999999999999996,0.9999999999999998,14.999999999999996,0.9803540826009453,35.3891891891892,1275.0798813728502,EPANNs finetuned AS-EV v2,yelp,-12.89461186850679,-83.61759049747153,20.71874013686842
wail_electronic_triangle_12_3.723_34.230_i0,40.0,130,1,7,0.8823529411764706,0.1515151515151515,0.2586206896551724,0.2252252252252252,0.4924242424242424,0.8686868686868687,0.8484848484848485,0.0202020202020202,0.0,0.0,0.0,7.999999999999998,0.9999999999999998,6.999999999999998,0.9803674883893164,35.48132678132678,1275.1019560042998,EPANNs finetuned AS-EV v2,wail,-23.274201314958617,-75.96358781265882,-9.543644268684293
hi-lo_electronic_sawtooth_19_9.960_40.000_i0,40.0,130,1,9,0.5,0.0510204081632653,0.0925925925925926,0.2461538461538461,0.4473852040816326,1.0,0.9489795918367347,0.0510204081632653,0.0,0.0,0.0,9.999999999999998,0.9999999999999998,8.999999999999998,0.9803695257290924,35.65454545454548,1279.3870738636365,EPANNs finetuned AS-EV v2,hi-lo,-32.78849750567201,-87.29063155321714,-15.686012023475849
hi-lo_electronic_trapezoid_02_6.553_40.000_i0,40.0,130,1,6,0.875,0.0642201834862385,0.1196581196581196,0.2076923076923077,0.5083005679335955,0.9449541284403672,0.9357798165137616,0.0091743119266055,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803643317920936,35.50442260442262,1285.6761843519655,EPANNs finetuned AS-EV v2,hi-lo,-17.365186491941834,-87.95900930293311,-7.521673022743123
piercer_electronic_triangle_01_9.123_40.000_i0,40.0,130,1,11,0.8444444444444444,0.3762376237623762,0.5205479452054794,0.4615384615384615,0.5674291567087744,0.693069306930693,0.6237623762376238,0.0693069306930693,0.0,0.0,0.0,11.999999999999998,0.9999999999999998,10.999999999999998,0.9803574517038516,35.48230958230957,1289.914254453317,EPANNs finetuned AS-EV v2,piercer,-9.568604590105275,-69.70041551094934,1.1753226261760854
hi-lo_electronic_square_02_6.656_28.339_i0,40.0,130,1,5,0.3333333333333333,0.028169014084507,0.0519480519480519,0.4296875,0.4789967877440079,1.028169014084507,0.971830985915493,0.056338028169014,0.0,0.0,0.0,5.999999999999999,0.9999999999999998,4.999999999999999,0.9803677373203428,35.604914004914,1294.1773456695332,EPANNs finetuned AS-EV v2,hi-lo,-48.17919647277754,-91.60733700061677,-39.749812662495614
hi-lo_electronic_trapezoid_18_4.719_40.000_i0,40.0,130,1,15,0.95,0.1652173913043478,0.2814814814814814,0.2538461538461538,0.5492753623188406,0.8434782608695651,0.8347826086956521,0.008695652173913,0.0,0.0,0.0,15.999999999999996,0.9999999999999998,14.999999999999996,0.9803550028739254,35.65184275184278,1296.4510902948402,EPANNs finetuned AS-EV v2,hi-lo,-47.46792629359771,-90.65919906857106,-37.21835266493303
phaser_electronic_sawtooth_11_9.612_37.016_i0,40.0,130,1,6,0.9565217391304348,0.7415730337078652,0.8354430379746837,0.7833333333333333,0.8223994200797391,0.2921348314606742,0.2584269662921348,0.0337078651685393,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803679109710118,35.78009828009826,1298.600996237715,EPANNs finetuned AS-EV v2,phaser,-7.790920307210845,-74.74785080624176,4.243933675577846
wail_electronic_sawtooth_07_7.195_40.000_i0,40.0,130,1,8,0.9782608695652174,0.8411214953271028,0.9045226130653266,0.8538461538461538,0.8770824867939861,0.1775700934579439,0.1588785046728972,0.0186915887850467,0.0,0.0,0.0,8.999999999999998,0.9999999999999998,7.999999999999998,0.9803690189519524,35.70319410319411,1304.9862465448402,EPANNs finetuned AS-EV v2,wail,-2.626286144495774,-76.92652754728599,13.634764572064384
rumbler_electronic_sine_17_6.225_32.623_i0,40.0,130,1,7,1.0,0.1627906976744186,0.28,0.320754716981132,0.5813953488372093,0.8372093023255814,0.8372093023255814,0.0,0.0,0.0,0.0,7.999999999999998,0.9999999999999998,6.999999999999998,0.9803634821681008,35.725307125307125,1307.0628455159706,EPANNs finetuned AS-EV v2,rumbler,-30.158754009204806,-77.64436414802978,-16.072177621429795
hi-lo_electronic_sawtooth_16_6.283_32.875_i0,40.0,130,1,4,1.0,0.1379310344827586,0.2424242424242424,0.2990654205607476,0.5689655172413793,0.8620689655172413,0.8620689655172413,0.0,0.0,0.0,0.0,4.999999999999999,0.9999999999999998,3.999999999999999,0.9803648858750594,35.4085995085995,1311.2870277948402,EPANNs finetuned AS-EV v2,hi-lo,-17.8352520850084,-72.0078377720404,-1.5356045112242522
two-tone_pneumatic_sine_09_6.204_40.000_i0,40.0,130,1,7,0.7777777777777778,0.0636363636363636,0.1176470588235294,0.1923076923076923,0.4818181818181818,0.9545454545454546,0.9363636363636364,0.0181818181818181,0.0,0.0,0.0,7.999999999999998,0.9999999999999998,6.999999999999998,0.9803641259216372,35.630466830466844,1309.3232013974202,EPANNs finetuned AS-EV v2,two-tone,-25.027879690443108,-87.73833456123768,-16.120264967518775
phaser_electronic_square_02_8.027_33.037_i0,40.0,130,1,6,0.8333333333333334,0.0609756097560975,0.1136363636363636,0.376,0.5188598979013046,0.951219512195122,0.9390243902439024,0.0121951219512195,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803614508128654,35.48378378378379,1315.333288544226,EPANNs finetuned AS-EV v2,phaser,-25.201795143835174,-68.95552361767352,-5.193875153650957
yelp_electronic_sawtooth_03_4.479_39.999_i0,40.0,130,1,11,0.951219512195122,0.3362068965517241,0.4968152866242038,0.3923076923076923,0.5966748768472906,0.6810344827586208,0.6637931034482759,0.0172413793103448,0.0,0.0,0.0,11.999999999999998,0.9999999999999998,10.999999999999998,0.9803589862966542,35.55724815724817,1315.60824247543,EPANNs finetuned AS-EV v2,yelp,-21.117923444817233,-86.15436196896104,7.1202385586679
wail_mechanical_square_02_9.937_40.000_i0,40.0,130,1,6,0.8737864077669902,0.9183673469387756,0.8955223880597014,0.8384615384615385,0.7560586734693877,0.2142857142857143,0.0816326530612244,0.1326530612244898,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803563269052288,35.604176904176896,1317.5722992168303,EPANNs finetuned AS-EV v2,wail,-7.643345601152844,-78.35956241512926,6.393404949896257
two-tone_pneumatic_sine_16_4.260_26.572_i0,40.0,130,1,10,0.5909090909090909,0.1780821917808219,0.2736842105263158,0.4651162790697674,0.5086839530332681,0.9452054794520548,0.821917808219178,0.1232876712328767,0.0,0.0,0.0,10.999999999999998,0.9999999999999998,9.999999999999998,0.9803582719561345,35.67813267813268,1315.6113137285013,EPANNs finetuned AS-EV v2,two-tone,-26.29442289447793,-73.66090968898727,-13.727493225626628
piercer_electronic_sawtooth_00_4.012_40.000_i0,40.0,130,1,6,1.0,0.0508474576271186,0.0967741935483871,0.1384615384615384,0.5254237288135594,0.9491525423728814,0.9491525423728814,0.0,0.0,0.0,0.0,6.999999999999999,0.9999999999999998,5.999999999999999,0.9803664934874592,35.630466830466816,1321.9287949170762,EPANNs finetuned AS-EV v2,piercer,-21.685312872808982,-96.9224534988941,-5.520180813483706
yelp_electronic_square_13_8.844_34.248_i0,40.0,130,1,1,1.0,0.9759036144578314,0.9878048780487804,0.981981981981982,0.9879518072289156,0.0240963855421686,0.0240963855421686,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9803600752036884,35.62653562653562,1324.1737465448402,EPANNs finetuned AS-EV v2,yelp,-5.712898001530323,-76.16299665690147,16.97317081172411
yelp_electronic_triangle_02_4.756_29.870_i0,40.0,130,1,9,0.5625,0.1097560975609756,0.1836734693877551,0.2792792792792792,0.434188393608074,0.975609756097561,0.8902439024390244,0.0853658536585365,0.0,0.0,0.0,9.999999999999998,0.9999999999999998,8.999999999999998,0.9803648875086324,35.68034398034398,1326.2542613636365,EPANNs finetuned AS-EV v2,yelp,-35.23307434215593,-85.13184284083911,-6.6837893769808145
hi-lo_electronic_square_04_9.066_40.000_i0,40.0,130,1,8,1.0,0.2178217821782178,0.3577235772357723,0.3923076923076923,0.6089108910891089,0.7821782178217822,0.7821782178217822,0.0,0.0,0.0,0.0,8.999999999999998,0.9999999999999998,7.999999999999998,0.9803693217788568,35.676904176904166,1328.51058622543,EPANNs finetuned AS-EV v2,hi-lo,-13.132634634570973,-80.5885118893988,13.437032400129647
