segment_id,audio_duration,num_inferences,num_gt_events,num_detected,seg_precision,seg_recall,seg_f1,seg_accuracy,seg_balanced_accuracy,seg_error_rate,seg_deletion_rate,seg_insertion_rate,evt_precision,evt_recall,evt_f1,evt_error_rate,evt_deletion_rate,evt_insertion_rate,throughput,cpu_mean,ram_mean_mb
uZuEn8mguGE_10000,10.0,33,1,2,1.0,0.9393939393939394,0.96875,0.9393939393939394,0.4696969696969697,0.06060606060606061,0.06060606060606061,0.0,0.5,1.0,0.6666666666666666,0.9999999999999998,0.0,0.9999999999999998,0.931802500252162,35.57850467289719,1358.5232184579438
dIUthrXjhGM_30000,10.0,33,1,3,1.0,0.8484848484848485,0.9180327868852458,0.8484848484848485,0.42424242424242425,0.15151515151515152,0.15151515151515152,0.0,0.0,0.0,0.0,3.999999999999999,0.9999999999999998,2.9999999999999996,0.9318652052249934,35.58785046728971,1365.5617333528037
XHD0sLHWEUU_30000,10.0,33,1,1,1.0,0.9090909090909091,0.9523809523809523,0.9696969696969697,0.9545454545454546,0.09090909090909091,0.09090909090909091,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9318510210906096,34.94205607476635,1366.0924722546729
zculW9jrR2g_0,10.0,33,1,1,1.0,0.9696969696969697,0.9846153846153847,0.9696969696969697,0.48484848484848486,0.030303030303030304,0.030303030303030304,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9318451073413689,35.034579439252326,1372.0171582943926
z_sdhRMMvJA_20000,10.0,33,1,1,1.0,0.9696969696969697,0.9846153846153847,0.9696969696969697,0.48484848484848486,0.030303030303030304,0.030303030303030304,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9318855954942976,35.21495327102803,1380.184542932243
m8t6gPBCxr8_20000,10.0,33,1,1,1.0,0.9696969696969697,0.9846153846153847,0.9696969696969697,0.48484848484848486,0.030303030303030304,0.030303030303030304,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9318779247984529,35.589719626168225,1380.7936623831777
Y0RTSvdcDuE_10000,10.0,33,1,1,1.0,0.9696969696969697,0.9846153846153847,0.9696969696969697,0.48484848484848486,0.030303030303030304,0.030303030303030304,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9318778581063143,35.588785046728965,1392.754745911215
mbjOa_msQDw_50000,10.0,33,1,3,1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,3.999999999999999,0.9999999999999998,2.9999999999999996,0.9318812351394982,35.38785046728971,1389.37109375
mgF-ieQ7rV4_30000,10.0,33,1,3,1.0,0.8181818181818182,0.9,0.8181818181818182,0.4090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.3333333333333333,1.0,0.5,1.9999999999999996,0.0,1.9999999999999996,0.9318672910612468,35.570093457943905,1399.0579001168223
8uBHEGhU5nU_10000,10.0,33,1,2,1.0,0.9393939393939394,0.96875,0.9393939393939394,0.4696969696969697,0.06060606060606061,0.06060606060606061,0.0,0.5,1.0,0.6666666666666666,0.9999999999999998,0.0,0.9999999999999998,0.9318777255914795,35.57850467289719,1401.5776139018692
