timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-09T10:32:46,energy_emissions_colab,8bf2183a-5368-4d3f-9f3d-06ca7300ce6b,0.21654438972473145,0.00016087912749317037,0.0007429383310169242,42.5,0.0,19.122615337371826,0.00026368899262613725,0.00018347098011000122,0.00011633221994473461,0.0005634921926808734,United States,USA,south carolina,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.11.11,2.4.2,8,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,-79.9746,32.8608,50.9936408996582,machine,N,1.0
